run_id,doc_id,doc_index,model,field,field_type,extracted_value,extraction_latency_ms,extraction_error,judge_verdict,judge_confidence,judge_probabilities,judge_grounded_noul,judge_correction_value,judge_correction_confidence,judge_reason,reason_source,judge_latency_ms,judge_error,decision,final_value,final_value_source,gt_value,gt_present,gt_multivalued,exact_match_before,normalized_match_before,exact_match_after,normalized_match_after
20260920T193741Z,test-0,0,openai/gpt-oss-20b,menu.first_item_cnt,number,,16205.080792002263,,FAIL,0.67,"{""PASS"": 0.17, ""UNCERTAIN"": 0.05, ""FAIL"": 0.78}",0.03,2.00,0.59,"Jev selected FAIL with confidence 0.67; distribution [FAIL=0.78, PASS=0.17, UNCERTAIN=0.05]; value does NOT appear verbatim in the document (noul=0.03); suggests corrected value '2.00' (confidence 0.59).",derived_from_jev_probabilities,395.9565420082072,,review,,extraction,2,True,False,False,False,False,False
20260920T193741Z,test-0,0,openai/gpt-oss-20b,menu.first_item_name,text,,16205.080792002263,,PASS,0.9,"{""PASS"": 0.93, ""UNCERTAIN"": 0.01, ""FAIL"": 0.06}",0.03,,,"Jev selected PASS with confidence 0.90; distribution [PASS=0.93, FAIL=0.06, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.03).",derived_from_jev_probabilities,395.9565420082072,,accept,,extraction,-TICKET CP,True,False,False,False,False,False
20260920T193741Z,test-0,0,openai/gpt-oss-20b,menu.first_item_price,currency,,16205.080792002263,,FAIL,0.56,"{""PASS"": 0.24, ""UNCERTAIN"": 0.05, ""FAIL"": 0.71}",0.04,60.000,0.79,"Jev selected FAIL with confidence 0.56; distribution [FAIL=0.71, PASS=0.24, UNCERTAIN=0.05]; value does NOT appear verbatim in the document (noul=0.04); suggests corrected value '60.000' (confidence 0.79).",derived_from_jev_probabilities,395.9565420082072,,review,,extraction,60.000,True,False,False,False,False,False
20260920T193741Z,test-0,0,openai/gpt-oss-20b,sub_total.discount_price,currency,-60.000,16205.080792002263,,PASS,0.6,"{""PASS"": 0.74, ""UNCERTAIN"": 0.0, ""FAIL"": 0.26}",0.54,,,"Jev selected PASS with confidence 0.60; distribution [PASS=0.74, FAIL=0.26, UNCERTAIN=0.00]; verbatim presence is ambiguous (noul=0.54).",derived_from_jev_probabilities,395.9565420082072,,review,-60.000,extraction,-60.000,True,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,sub_total.service_price,currency,,16205.080792002263,,PASS,0.82,"{""PASS"": 0.88, ""UNCERTAIN"": 0.01, ""FAIL"": 0.11}",0.06,,,"Jev selected PASS with confidence 0.82; distribution [PASS=0.88, FAIL=0.11, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.06).",derived_from_jev_probabilities,395.9565420082072,,accept,,extraction,,False,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,sub_total.subtotal_price,currency,60.000,16205.080792002263,,PASS,0.87,"{""PASS"": 0.91, ""UNCERTAIN"": 0.01, ""FAIL"": 0.08}",0.95,,,"Jev selected PASS with confidence 0.87; distribution [PASS=0.91, FAIL=0.08, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.95).",derived_from_jev_probabilities,395.9565420082072,,accept,60.000,extraction,60.000,True,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,sub_total.tax_price,currency,5.455,16205.080792002263,,PASS,0.84,"{""PASS"": 0.9, ""UNCERTAIN"": 0.0, ""FAIL"": 0.1}",0.86,,,"Jev selected PASS with confidence 0.84; distribution [PASS=0.90, FAIL=0.10, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.86).",derived_from_jev_probabilities,395.9565420082072,,accept,5.455,extraction,5.455,True,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,total.cashprice,currency,,16205.080792002263,,PASS,0.84,"{""PASS"": 0.9, ""UNCERTAIN"": 0.0, ""FAIL"": 0.1}",0.09,,,"Jev selected PASS with confidence 0.84; distribution [PASS=0.90, FAIL=0.10, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.09).",derived_from_jev_probabilities,395.9565420082072,,accept,,extraction,,False,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,total.changeprice,currency,,16205.080792002263,,PASS,0.8,"{""PASS"": 0.87, ""UNCERTAIN"": 0.01, ""FAIL"": 0.12}",0.09,,,"Jev selected PASS with confidence 0.80; distribution [PASS=0.87, FAIL=0.12, UNCERTAIN=0.01]; value does NOT appear verbatim in the document (noul=0.09).",derived_from_jev_probabilities,395.9565420082072,,accept,,extraction,,False,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,total.creditcardprice,currency,60.000,16205.080792002263,,PASS,0.9,"{""PASS"": 0.9299999999999999, ""FAIL"": 0.06, ""UNCERTAIN"": 0.01}",0.84,,,"Jev selected PASS with confidence 0.90; distribution [PASS=0.93, FAIL=0.06, UNCERTAIN=0.01]; value appears verbatim in the document (noul=0.84).",derived_from_jev_probabilities,395.9565420082072,,accept,60.000,extraction,60.000,True,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,total.menuqty_cnt,number,2.00,16205.080792002263,,PASS,0.99,"{""PASS"": 0.99, ""UNCERTAIN"": 0.0, ""FAIL"": 0.01}",0.84,,,"Jev selected PASS with confidence 0.99; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.84).",derived_from_jev_probabilities,395.9565420082072,,accept,2.00,extraction,2.00,True,False,True,True,True,True
20260920T193741Z,test-0,0,openai/gpt-oss-20b,total.total_price,currency,60.000,16205.080792002263,,PASS,0.88,"{""PASS"": 0.93, ""UNCERTAIN"": 0.0, ""FAIL"": 0.07}",0.93,,,"Jev selected PASS with confidence 0.88; distribution [PASS=0.93, FAIL=0.07, UNCERTAIN=0.00]; value appears verbatim in the document (noul=0.93).",derived_from_jev_probabilities,395.9565420082072,,accept,60.000,extraction,60.000,True,False,True,True,True,True
20260920T193741Z,test-1,1,openai/gpt-oss-20b,menu.first_item_cnt,number,,4548.421083003632,,PASS,0.75,"{""PASS"": 0.83, ""UNCERTAIN"": 0.07, ""FAIL"": 0.1}",0.04,,,"Jev selected PASS with confidence 0.75; distribution [PASS=0.83, FAIL=0.10, UNCERTAIN=0.07]; value does NOT appear verbatim in the document (noul=0.04).",derived_from_jev_probabilities,420.1361659943359,,accept,,extraction,,False,False,True,True,True,True
20260920T193741Z,test-1,1,openai/gpt-oss-20b,menu.first_item_name,text,J.STB PROMO,4548.421083003632,,PASS,1.0,"{""UNCERTAIN"": 0.0, ""PASS"": 1.0, ""FAIL"": 0.0}",0.97,,,"Jev selected PASS with confidence 1.00; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value appears verbatim in the document (noul=0.97).",derived_from_jev_probabilities,420.1361659943359,,accept,J.STB PROMO,extraction,J.STB PROMO,True,False,True,True,True,True
20260920T193741Z,test-1,1,openai/gpt-oss-20b,menu.first_item_price,currency,17500,4548.421083003632,,PASS,0.99,"{""PASS"": 1.0, ""UNCERTAIN"": 0.0, ""FAIL"": 0.0}",0.96,,,"Jev selected PASS with confidence 0.99; distribution [PASS=1.00, UNCERTAIN=0.00, FAIL=0.00]; value appears verbatim in the document (noul=0.96).",derived_from_jev_probabilities,420.1361659943359,,accept,17500,extraction,17500,True,False,True,True,True,True
20260920T193741Z,test-1,1,openai/gpt-oss-20b,sub_total.discount_price,currency,,4548.421083003632,,PASS,0.98,"{""UNCERTAIN"": 0.0, ""PASS"": 0.99, ""FAIL"": 0.01}",0.05,,,"Jev selected PASS with confidence 0.98; distribution [PASS=0.99, FAIL=0.01, UNCERTAIN=0.00]; value does NOT appear verbatim in the document (noul=0.05).",derived_from_jev_probabilities,420.1361659943359,,accept,,extraction,,False,False,True,True,True,True
